resample,model,recall
260,gpt-5.4,0.4666666666666667
261,claude-haiku-4-5-20251001,0.6
261,claude-sonnet-4-6,0.8
261,claude-opus-4-7,0.4
261,gpt-5.4-nano,0.8
261,gpt-5.4-mini,0.4666666666666667
261,gpt-5.4,0.4
262,claude-haiku-4-5-20251001,0.6666666666666666
262,claude-sonnet-4-6,0.7333333333333333
262,claude-opus-4-7,0.26666666666666666
262,gpt-5.4-nano,0.8666666666666667
262,gpt-5.4-mini,0.5333333333333333
262,gpt-5.4,0.2
263,claude-haiku-4-5-20251001,0.4666666666666667
263,claude-sonnet-4-6,0.8666666666666667
263,claude-opus-4-7,0.4666666666666667
263,gpt-5.4-nano,0.9333333333333333
263,gpt-5.4-mini,0.6666666666666666
263,gpt-5.4,0.3333333333333333
264,claude-haiku-4-5-20251001,0.7333333333333333
264,claude-sonnet-4-6,0.8666666666666667
264,claude-opus-4-7,0.4666666666666667
264,gpt-5.4-nano,0.8
264,gpt-5.4-mini,0.3333333333333333
264,gpt-5.4,0.3333333333333333
265,claude-haiku-4-5-20251001,0.4666666666666667
265,claude-sonnet-4-6,0.5333333333333333
265,claude-opus-4-7,0.6666666666666666
265,gpt-5.4-nano,1.0
265,gpt-5.4-mini,0.4666666666666667
265,gpt-5.4,0.4
266,claude-haiku-4-5-20251001,0.6
266,claude-sonnet-4-6,0.9333333333333333
266,claude-opus-4-7,0.6666666666666666
266,gpt-5.4-nano,0.8666666666666667
266,gpt-5.4-mini,0.4666666666666667
266,gpt-5.4,0.5333333333333333
267,claude-haiku-4-5-20251001,0.6666666666666666
267,claude-sonnet-4-6,0.6666666666666666
267,claude-opus-4-7,0.6666666666666666
267,gpt-5.4-nano,0.8
267,gpt-5.4-mini,0.26666666666666666
267,gpt-5.4,0.4
268,claude-haiku-4-5-20251001,0.6666666666666666
268,claude-sonnet-4-6,0.5333333333333333
268,claude-opus-4-7,0.4666666666666667
268,gpt-5.4-nano,0.7333333333333333
268,gpt-5.4-mini,0.6666666666666666
268,gpt-5.4,0.3333333333333333
269,claude-haiku-4-5-20251001,0.6
269,claude-sonnet-4-6,0.9333333333333333
269,claude-opus-4-7,0.4
269,gpt-5.4-nano,0.7333333333333333
269,gpt-5.4-mini,0.3333333333333333
269,gpt-5.4,0.5333333333333333
270,claude-haiku-4-5-20251001,0.4666666666666667
270,claude-sonnet-4-6,0.6666666666666666
270,claude-opus-4-7,0.4666666666666667
270,gpt-5.4-nano,0.8666666666666667
270,gpt-5.4-mini,0.4666666666666667
270,gpt-5.4,0.6666666666666666
271,claude-haiku-4-5-20251001,0.4666666666666667
271,claude-sonnet-4-6,0.8
271,claude-opus-4-7,0.4
271,gpt-5.4-nano,0.7333333333333333
271,gpt-5.4-mini,0.4666666666666667
271,gpt-5.4,0.4666666666666667
272,claude-haiku-4-5-20251001,0.7333333333333333
272,claude-sonnet-4-6,0.6666666666666666
272,claude-opus-4-7,0.3333333333333333
272,gpt-5.4-nano,0.7333333333333333
272,gpt-5.4-mini,0.4
272,gpt-5.4,0.6
273,claude-haiku-4-5-20251001,0.5333333333333333
273,claude-sonnet-4-6,0.8666666666666667
273,claude-opus-4-7,0.26666666666666666
273,gpt-5.4-nano,0.9333333333333333
273,gpt-5.4-mini,0.4666666666666667
273,gpt-5.4,0.26666666666666666
274,claude-haiku-4-5-20251001,0.6
274,claude-sonnet-4-6,0.6666666666666666
274,claude-opus-4-7,0.5333333333333333
274,gpt-5.4-nano,0.7333333333333333
274,gpt-5.4-mini,0.4
274,gpt-5.4,0.3333333333333333
275,claude-haiku-4-5-20251001,0.5333333333333333
275,claude-sonnet-4-6,0.9333333333333333
275,claude-opus-4-7,0.26666666666666666
275,gpt-5.4-nano,0.6666666666666666
275,gpt-5.4-mini,0.5333333333333333
275,gpt-5.4,0.5333333333333333
276,claude-haiku-4-5-20251001,0.6
276,claude-sonnet-4-6,0.8
276,claude-opus-4-7,0.4666666666666667
276,gpt-5.4-nano,0.8
276,gpt-5.4-mini,0.6
276,gpt-5.4,0.2
277,claude-haiku-4-5-20251001,0.5333333333333333
277,claude-sonnet-4-6,0.7333333333333333
277,claude-opus-4-7,0.5333333333333333
277,gpt-5.4-nano,0.8
277,gpt-5.4-mini,0.5333333333333333
277,gpt-5.4,0.3333333333333333
278,claude-haiku-4-5-20251001,0.5333333333333333
278,claude-sonnet-4-6,0.9333333333333333
278,claude-opus-4-7,0.5333333333333333
278,gpt-5.4-nano,0.7333333333333333
278,gpt-5.4-mini,0.7333333333333333
278,gpt-5.4,0.6
279,claude-haiku-4-5-20251001,0.6
279,claude-sonnet-4-6,0.6666666666666666
279,claude-opus-4-7,0.4666666666666667
279,gpt-5.4-nano,0.8666666666666667
279,gpt-5.4-mini,0.6
279,gpt-5.4,0.4666666666666667
280,claude-haiku-4-5-20251001,0.4666666666666667
280,claude-sonnet-4-6,0.8666666666666667
280,claude-opus-4-7,0.4666666666666667
280,gpt-5.4-nano,1.0
280,gpt-5.4-mini,0.6
280,gpt-5.4,0.3333333333333333
281,claude-haiku-4-5-20251001,0.4666666666666667
281,claude-sonnet-4-6,0.7333333333333333
281,claude-opus-4-7,0.26666666666666666
281,gpt-5.4-nano,0.8
281,gpt-5.4-mini,0.7333333333333333
281,gpt-5.4,0.3333333333333333
282,claude-haiku-4-5-20251001,0.8
282,claude-sonnet-4-6,0.8666666666666667
282,claude-opus-4-7,0.4
282,gpt-5.4-nano,0.9333333333333333
282,gpt-5.4-mini,0.3333333333333333
282,gpt-5.4,0.2
283,claude-haiku-4-5-20251001,0.7333333333333333
283,claude-sonnet-4-6,0.6666666666666666
283,claude-opus-4-7,0.4666666666666667
283,gpt-5.4-nano,0.8
283,gpt-5.4-mini,0.6
283,gpt-5.4,0.26666666666666666
284,claude-haiku-4-5-20251001,0.5333333333333333
284,claude-sonnet-4-6,0.7333333333333333
284,claude-opus-4-7,0.4
284,gpt-5.4-nano,0.6
284,gpt-5.4-mini,0.4666666666666667
284,gpt-5.4,0.4
285,claude-haiku-4-5-20251001,0.4
285,claude-sonnet-4-6,0.6
285,claude-opus-4-7,0.2
285,gpt-5.4-nano,1.0
285,gpt-5.4-mini,0.3333333333333333
285,gpt-5.4,0.4666666666666667
286,claude-haiku-4-5-20251001,0.6
286,claude-sonnet-4-6,0.8
286,claude-opus-4-7,0.6
286,gpt-5.4-nano,0.6666666666666666
286,gpt-5.4-mini,0.5333333333333333
286,gpt-5.4,0.4666666666666667
287,claude-haiku-4-5-20251001,0.5333333333333333
287,claude-sonnet-4-6,0.8
287,claude-opus-4-7,0.5333333333333333
287,gpt-5.4-nano,0.9333333333333333
287,gpt-5.4-mini,0.6666666666666666
287,gpt-5.4,0.3333333333333333
288,claude-haiku-4-5-20251001,0.3333333333333333
288,claude-sonnet-4-6,0.6
288,claude-opus-4-7,0.3333333333333333
288,gpt-5.4-nano,0.9333333333333333
288,gpt-5.4-mini,0.6
288,gpt-5.4,0.4
289,claude-haiku-4-5-20251001,0.6666666666666666
289,claude-sonnet-4-6,0.6666666666666666
289,claude-opus-4-7,0.3333333333333333
289,gpt-5.4-nano,0.8
289,gpt-5.4-mini,0.5333333333333333
289,gpt-5.4,0.6
290,claude-haiku-4-5-20251001,0.5333333333333333
290,claude-sonnet-4-6,0.7333333333333333
290,claude-opus-4-7,0.3333333333333333
290,gpt-5.4-nano,0.6
290,gpt-5.4-mini,0.4
290,gpt-5.4,0.4666666666666667
291,claude-haiku-4-5-20251001,0.5333333333333333
291,claude-sonnet-4-6,0.7333333333333333
291,claude-opus-4-7,0.4666666666666667
291,gpt-5.4-nano,0.8
291,gpt-5.4-mini,0.6666666666666666
291,gpt-5.4,0.5333333333333333
292,claude-haiku-4-5-20251001,0.6
292,claude-sonnet-4-6,0.6666666666666666
292,claude-opus-4-7,0.4
292,gpt-5.4-nano,0.8666666666666667
292,gpt-5.4-mini,0.8
292,gpt-5.4,0.26666666666666666
293,claude-haiku-4-5-20251001,0.4666666666666667
293,claude-sonnet-4-6,1.0
293,claude-opus-4-7,0.6
293,gpt-5.4-nano,0.8666666666666667
293,gpt-5.4-mini,0.3333333333333333
293,gpt-5.4,0.26666666666666666
294,claude-haiku-4-5-20251001,0.4
294,claude-sonnet-4-6,0.7333333333333333
294,claude-opus-4-7,0.4666666666666667
294,gpt-5.4-nano,0.7333333333333333
294,gpt-5.4-mini,0.4666666666666667
294,gpt-5.4,0.7333333333333333
295,claude-haiku-4-5-20251001,0.4666666666666667
295,claude-sonnet-4-6,0.8
295,claude-opus-4-7,0.5333333333333333
295,gpt-5.4-nano,0.8666666666666667
295,gpt-5.4-mini,0.6666666666666666
295,gpt-5.4,0.3333333333333333
296,claude-haiku-4-5-20251001,0.6
296,claude-sonnet-4-6,0.5333333333333333
296,claude-opus-4-7,0.5333333333333333
296,gpt-5.4-nano,0.9333333333333333
296,gpt-5.4-mini,0.4
296,gpt-5.4,0.4
297,claude-haiku-4-5-20251001,0.6666666666666666
297,claude-sonnet-4-6,0.8
297,claude-opus-4-7,0.2
297,gpt-5.4-nano,0.9333333333333333
297,gpt-5.4-mini,0.5333333333333333
297,gpt-5.4,0.4666666666666667
298,claude-haiku-4-5-20251001,0.3333333333333333
298,claude-sonnet-4-6,0.7333333333333333
298,claude-opus-4-7,0.3333333333333333
298,gpt-5.4-nano,0.7333333333333333
298,gpt-5.4-mini,0.7333333333333333
298,gpt-5.4,0.4666666666666667
299,claude-haiku-4-5-20251001,0.6666666666666666
299,claude-sonnet-4-6,0.9333333333333333
299,claude-opus-4-7,0.26666666666666666
299,gpt-5.4-nano,0.9333333333333333
299,gpt-5.4-mini,0.6
299,gpt-5.4,0.4666666666666667
300,claude-haiku-4-5-20251001,0.5333333333333333
300,claude-sonnet-4-6,0.8
300,claude-opus-4-7,0.5333333333333333
300,gpt-5.4-nano,0.9333333333333333
300,gpt-5.4-mini,0.6
300,gpt-5.4,0.3333333333333333
301,claude-haiku-4-5-20251001,0.5333333333333333
301,claude-sonnet-4-6,0.8666666666666667
301,claude-opus-4-7,0.2
301,gpt-5.4-nano,0.8666666666666667
301,gpt-5.4-mini,0.6666666666666666
301,gpt-5.4,0.3333333333333333
302,claude-haiku-4-5-20251001,0.5333333333333333
302,claude-sonnet-4-6,0.6666666666666666
302,claude-opus-4-7,0.5333333333333333
302,gpt-5.4-nano,0.7333333333333333
302,gpt-5.4-mini,0.4666666666666667
302,gpt-5.4,0.26666666666666666
303,claude-haiku-4-5-20251001,0.8
303,claude-sonnet-4-6,0.6
303,claude-opus-4-7,0.4666666666666667
303,gpt-5.4-nano,1.0
303,gpt-5.4-mini,0.4
303,gpt-5.4,0.3333333333333333
304,claude-haiku-4-5-20251001,0.4666666666666667
304,claude-sonnet-4-6,0.9333333333333333
304,claude-opus-4-7,0.3333333333333333
304,gpt-5.4-nano,1.0
304,gpt-5.4-mini,0.6666666666666666
304,gpt-5.4,0.3333333333333333
305,claude-haiku-4-5-20251001,0.6
305,claude-sonnet-4-6,0.4666666666666667
305,claude-opus-4-7,0.2
305,gpt-5.4-nano,0.7333333333333333
305,gpt-5.4-mini,0.6666666666666666
305,gpt-5.4,0.4
306,claude-haiku-4-5-20251001,0.7333333333333333
306,claude-sonnet-4-6,0.8
306,claude-opus-4-7,0.5333333333333333
306,gpt-5.4-nano,0.7333333333333333
306,gpt-5.4-mini,0.6
306,gpt-5.4,0.3333333333333333
307,claude-haiku-4-5-20251001,0.6666666666666666
307,claude-sonnet-4-6,0.4
307,claude-opus-4-7,0.4666666666666667
307,gpt-5.4-nano,0.9333333333333333
307,gpt-5.4-mini,0.4666666666666667
307,gpt-5.4,0.3333333333333333
308,claude-haiku-4-5-20251001,0.3333333333333333
308,claude-sonnet-4-6,0.6666666666666666
308,claude-opus-4-7,0.3333333333333333
308,gpt-5.4-nano,0.6666666666666666
308,gpt-5.4-mini,0.6
308,gpt-5.4,0.4666666666666667
309,claude-haiku-4-5-20251001,0.4666666666666667
309,claude-sonnet-4-6,0.7333333333333333
309,claude-opus-4-7,0.4666666666666667
309,gpt-5.4-nano,0.8
309,gpt-5.4-mini,0.6
309,gpt-5.4,0.4
310,claude-haiku-4-5-20251001,0.4
310,claude-sonnet-4-6,0.7333333333333333
310,claude-opus-4-7,0.6
310,gpt-5.4-nano,1.0
310,gpt-5.4-mini,0.6
310,gpt-5.4,0.3333333333333333
311,claude-haiku-4-5-20251001,0.5333333333333333
311,claude-sonnet-4-6,0.8
311,claude-opus-4-7,0.4666666666666667
311,gpt-5.4-nano,0.9333333333333333
311,gpt-5.4-mini,0.5333333333333333
311,gpt-5.4,0.4
312,claude-haiku-4-5-20251001,0.4666666666666667
312,claude-sonnet-4-6,0.8666666666666667
312,claude-opus-4-7,0.5333333333333333
312,gpt-5.4-nano,0.8
312,gpt-5.4-mini,0.4666666666666667
312,gpt-5.4,0.26666666666666666
313,claude-haiku-4-5-20251001,0.4666666666666667
313,claude-sonnet-4-6,0.7333333333333333
313,claude-opus-4-7,0.5333333333333333
313,gpt-5.4-nano,0.8666666666666667
313,gpt-5.4-mini,0.4666666666666667
313,gpt-5.4,0.4666666666666667
314,claude-haiku-4-5-20251001,0.4666666666666667
314,claude-sonnet-4-6,0.6666666666666666
314,claude-opus-4-7,0.6666666666666666
314,gpt-5.4-nano,0.9333333333333333
314,gpt-5.4-mini,0.6666666666666666
314,gpt-5.4,0.3333333333333333
315,claude-haiku-4-5-20251001,0.5333333333333333
315,claude-sonnet-4-6,0.7333333333333333
315,claude-opus-4-7,0.6666666666666666
315,gpt-5.4-nano,0.7333333333333333
315,gpt-5.4-mini,0.6666666666666666
315,gpt-5.4,0.2
316,claude-haiku-4-5-20251001,0.6
316,claude-sonnet-4-6,0.6666666666666666
316,claude-opus-4-7,0.3333333333333333
316,gpt-5.4-nano,0.6
316,gpt-5.4-mini,0.8
316,gpt-5.4,0.5333333333333333
317,claude-haiku-4-5-20251001,0.5333333333333333
317,claude-sonnet-4-6,0.6
317,claude-opus-4-7,0.6
317,gpt-5.4-nano,0.6
317,gpt-5.4-mini,0.4666666666666667
317,gpt-5.4,0.26666666666666666
318,claude-haiku-4-5-20251001,0.4666666666666667
318,claude-sonnet-4-6,0.9333333333333333
318,claude-opus-4-7,0.6666666666666666
318,gpt-5.4-nano,0.9333333333333333
318,gpt-5.4-mini,0.4
318,gpt-5.4,0.5333333333333333
319,claude-haiku-4-5-20251001,0.4
319,claude-sonnet-4-6,0.8
319,claude-opus-4-7,0.3333333333333333
319,gpt-5.4-nano,0.9333333333333333
319,gpt-5.4-mini,0.4666666666666667
319,gpt-5.4,0.5333333333333333
320,claude-haiku-4-5-20251001,0.4666666666666667
320,claude-sonnet-4-6,0.8
320,claude-opus-4-7,0.6666666666666666
320,gpt-5.4-nano,0.9333333333333333
320,gpt-5.4-mini,0.5333333333333333
320,gpt-5.4,0.2
321,claude-haiku-4-5-20251001,0.8
321,claude-sonnet-4-6,0.7333333333333333
321,claude-opus-4-7,0.4
321,gpt-5.4-nano,0.6666666666666666
321,gpt-5.4-mini,0.4
321,gpt-5.4,0.6
322,claude-haiku-4-5-20251001,0.5333333333333333
322,claude-sonnet-4-6,0.8
322,claude-opus-4-7,0.4
322,gpt-5.4-nano,0.6666666666666666
322,gpt-5.4-mini,0.3333333333333333
322,gpt-5.4,0.26666666666666666
323,claude-haiku-4-5-20251001,0.4666666666666667
323,claude-sonnet-4-6,0.8
323,claude-opus-4-7,0.8666666666666667
323,gpt-5.4-nano,0.5333333333333333
323,gpt-5.4-mini,0.4666666666666667
323,gpt-5.4,0.3333333333333333
324,claude-haiku-4-5-20251001,0.6
324,claude-sonnet-4-6,0.7333333333333333
324,claude-opus-4-7,0.3333333333333333
324,gpt-5.4-nano,0.7333333333333333
324,gpt-5.4-mini,0.5333333333333333
324,gpt-5.4,0.4
325,claude-haiku-4-5-20251001,0.5333333333333333
325,claude-sonnet-4-6,0.7333333333333333
325,claude-opus-4-7,0.6
325,gpt-5.4-nano,0.8
325,gpt-5.4-mini,0.4666666666666667
325,gpt-5.4,0.4
326,claude-haiku-4-5-20251001,0.5333333333333333
326,claude-sonnet-4-6,0.7333333333333333
326,claude-opus-4-7,0.2
326,gpt-5.4-nano,0.6
326,gpt-5.4-mini,0.6666666666666666
326,gpt-5.4,0.4
327,claude-haiku-4-5-20251001,0.5333333333333333
327,claude-sonnet-4-6,0.5333333333333333
327,claude-opus-4-7,0.6666666666666666
327,gpt-5.4-nano,0.8666666666666667
327,gpt-5.4-mini,0.4666666666666667
327,gpt-5.4,0.4
328,claude-haiku-4-5-20251001,0.3333333333333333
328,claude-sonnet-4-6,0.7333333333333333
328,claude-opus-4-7,0.6
328,gpt-5.4-nano,0.8
328,gpt-5.4-mini,0.3333333333333333
328,gpt-5.4,0.3333333333333333
329,claude-haiku-4-5-20251001,0.8
329,claude-sonnet-4-6,0.7333333333333333
329,claude-opus-4-7,0.26666666666666666
329,gpt-5.4-nano,1.0
329,gpt-5.4-mini,0.6666666666666666
329,gpt-5.4,0.26666666666666666
330,claude-haiku-4-5-20251001,0.6666666666666666
330,claude-sonnet-4-6,0.8666666666666667
330,claude-opus-4-7,0.4666666666666667
330,gpt-5.4-nano,0.7333333333333333
330,gpt-5.4-mini,0.6666666666666666
330,gpt-5.4,0.4
331,claude-haiku-4-5-20251001,0.4666666666666667
331,claude-sonnet-4-6,0.9333333333333333
331,claude-opus-4-7,0.4
331,gpt-5.4-nano,0.6666666666666666
331,gpt-5.4-mini,0.6666666666666666
331,gpt-5.4,0.3333333333333333
332,claude-haiku-4-5-20251001,0.6
332,claude-sonnet-4-6,0.8666666666666667
332,claude-opus-4-7,0.6
332,gpt-5.4-nano,0.7333333333333333
332,gpt-5.4-mini,0.6
332,gpt-5.4,0.4666666666666667
333,claude-haiku-4-5-20251001,0.4
333,claude-sonnet-4-6,0.6
333,claude-opus-4-7,0.3333333333333333
333,gpt-5.4-nano,0.6
333,gpt-5.4-mini,0.5333333333333333
333,gpt-5.4,0.4666666666666667
334,claude-haiku-4-5-20251001,0.5333333333333333
334,claude-sonnet-4-6,0.6666666666666666
334,claude-opus-4-7,0.7333333333333333
334,gpt-5.4-nano,0.6
334,gpt-5.4-mini,0.5333333333333333
334,gpt-5.4,0.2
335,claude-haiku-4-5-20251001,0.6
335,claude-sonnet-4-6,0.6
335,claude-opus-4-7,0.4
335,gpt-5.4-nano,0.8
335,gpt-5.4-mini,0.6
335,gpt-5.4,0.3333333333333333
336,claude-haiku-4-5-20251001,0.5333333333333333
336,claude-sonnet-4-6,0.8666666666666667
336,claude-opus-4-7,0.4
336,gpt-5.4-nano,0.8666666666666667
336,gpt-5.4-mini,0.5333333333333333
336,gpt-5.4,0.4666666666666667
337,claude-haiku-4-5-20251001,0.6666666666666666
337,claude-sonnet-4-6,0.6
337,claude-opus-4-7,0.26666666666666666
337,gpt-5.4-nano,0.8
337,gpt-5.4-mini,0.5333333333333333
337,gpt-5.4,0.4
338,claude-haiku-4-5-20251001,0.4666666666666667
338,claude-sonnet-4-6,0.7333333333333333
338,claude-opus-4-7,0.5333333333333333
338,gpt-5.4-nano,0.7333333333333333
338,gpt-5.4-mini,0.6
338,gpt-5.4,0.4666666666666667
339,claude-haiku-4-5-20251001,0.5333333333333333
339,claude-sonnet-4-6,0.7333333333333333
339,claude-opus-4-7,0.5333333333333333
339,gpt-5.4-nano,0.8
339,gpt-5.4-mini,0.4666666666666667
339,gpt-5.4,0.5333333333333333
340,claude-haiku-4-5-20251001,0.5333333333333333
340,claude-sonnet-4-6,0.5333333333333333
340,claude-opus-4-7,0.6
340,gpt-5.4-nano,0.8
340,gpt-5.4-mini,0.3333333333333333
340,gpt-5.4,0.26666666666666666
341,claude-haiku-4-5-20251001,0.7333333333333333
341,claude-sonnet-4-6,0.8666666666666667
341,claude-opus-4-7,0.5333333333333333
341,gpt-5.4-nano,0.8
341,gpt-5.4-mini,0.3333333333333333
341,gpt-5.4,0.4666666666666667
342,claude-haiku-4-5-20251001,0.3333333333333333
342,claude-sonnet-4-6,0.7333333333333333
342,claude-opus-4-7,0.5333333333333333
342,gpt-5.4-nano,1.0
342,gpt-5.4-mini,0.5333333333333333
342,gpt-5.4,0.2
343,claude-haiku-4-5-20251001,0.4666666666666667
343,claude-sonnet-4-6,0.6
343,claude-opus-4-7,0.6666666666666666
343,gpt-5.4-nano,0.6666666666666666
343,gpt-5.4-mini,0.4
343,gpt-5.4,0.3333333333333333
344,claude-haiku-4-5-20251001,0.6666666666666666
344,claude-sonnet-4-6,0.6
344,claude-opus-4-7,0.5333333333333333
344,gpt-5.4-nano,0.8
344,gpt-5.4-mini,0.3333333333333333
344,gpt-5.4,0.5333333333333333
345,claude-haiku-4-5-20251001,0.5333333333333333
345,claude-sonnet-4-6,0.6
345,claude-opus-4-7,0.26666666666666666
345,gpt-5.4-nano,0.9333333333333333
345,gpt-5.4-mini,0.6
345,gpt-5.4,0.3333333333333333
346,claude-haiku-4-5-20251001,0.4666666666666667
346,claude-sonnet-4-6,0.8
346,claude-opus-4-7,0.26666666666666666
346,gpt-5.4-nano,0.7333333333333333
346,gpt-5.4-mini,0.6
346,gpt-5.4,0.6666666666666666
347,claude-haiku-4-5-20251001,0.4666666666666667
347,claude-sonnet-4-6,0.8666666666666667
347,claude-opus-4-7,0.3333333333333333
347,gpt-5.4-nano,0.8
347,gpt-5.4-mini,0.4
347,gpt-5.4,0.3333333333333333
348,claude-haiku-4-5-20251001,0.4666666666666667
348,claude-sonnet-4-6,0.6666666666666666
348,claude-opus-4-7,0.7333333333333333
348,gpt-5.4-nano,0.5333333333333333
348,gpt-5.4-mini,0.5333333333333333
348,gpt-5.4,0.3333333333333333
349,claude-haiku-4-5-20251001,0.4666666666666667
349,claude-sonnet-4-6,0.7333333333333333
349,claude-opus-4-7,0.4
349,gpt-5.4-nano,0.8666666666666667
349,gpt-5.4-mini,0.6
349,gpt-5.4,0.4
350,claude-haiku-4-5-20251001,0.5333333333333333
350,claude-sonnet-4-6,0.8
350,claude-opus-4-7,0.4666666666666667
350,gpt-5.4-nano,0.6666666666666666
350,gpt-5.4-mini,0.4666666666666667
350,gpt-5.4,0.6
351,claude-haiku-4-5-20251001,0.4
351,claude-sonnet-4-6,0.8666666666666667
351,claude-opus-4-7,0.4
351,gpt-5.4-nano,0.7333333333333333
351,gpt-5.4-mini,0.4666666666666667
351,gpt-5.4,0.3333333333333333
352,claude-haiku-4-5-20251001,0.4666666666666667
352,claude-sonnet-4-6,0.7333333333333333
352,claude-opus-4-7,0.6
352,gpt-5.4-nano,0.9333333333333333
352,gpt-5.4-mini,0.6
352,gpt-5.4,0.4
353,claude-haiku-4-5-20251001,0.8666666666666667
353,claude-sonnet-4-6,0.7333333333333333
353,claude-opus-4-7,0.3333333333333333
353,gpt-5.4-nano,0.9333333333333333
353,gpt-5.4-mini,0.4
353,gpt-5.4,0.2
354,claude-haiku-4-5-20251001,0.4
354,claude-sonnet-4-6,0.8
354,claude-opus-4-7,0.7333333333333333
354,gpt-5.4-nano,0.8666666666666667
354,gpt-5.4-mini,0.4
354,gpt-5.4,0.4666666666666667
355,claude-haiku-4-5-20251001,0.7333333333333333
355,claude-sonnet-4-6,0.8
355,claude-opus-4-7,0.6
355,gpt-5.4-nano,0.8
355,gpt-5.4-mini,0.6666666666666666
355,gpt-5.4,0.3333333333333333
356,claude-haiku-4-5-20251001,0.6666666666666666
356,claude-sonnet-4-6,0.7333333333333333
356,claude-opus-4-7,0.4666666666666667
356,gpt-5.4-nano,0.7333333333333333
356,gpt-5.4-mini,0.6666666666666666
356,gpt-5.4,0.4
357,claude-haiku-4-5-20251001,0.8
357,claude-sonnet-4-6,0.7333333333333333
357,claude-opus-4-7,0.4666666666666667
357,gpt-5.4-nano,0.8666666666666667
357,gpt-5.4-mini,0.3333333333333333
357,gpt-5.4,0.3333333333333333
358,claude-haiku-4-5-20251001,0.6
358,claude-sonnet-4-6,0.8666666666666667
358,claude-opus-4-7,0.4
358,gpt-5.4-nano,0.6666666666666666
358,gpt-5.4-mini,0.4666666666666667
358,gpt-5.4,0.3333333333333333
359,claude-haiku-4-5-20251001,0.6
359,claude-sonnet-4-6,0.6
359,claude-opus-4-7,0.5333333333333333
359,gpt-5.4-nano,0.8
359,gpt-5.4-mini,0.6666666666666666
359,gpt-5.4,0.4666666666666667
360,claude-haiku-4-5-20251001,0.4666666666666667
360,claude-sonnet-4-6,0.6666666666666666
360,claude-opus-4-7,0.2
360,gpt-5.4-nano,0.9333333333333333
360,gpt-5.4-mini,0.6
360,gpt-5.4,0.4666666666666667
361,claude-haiku-4-5-20251001,0.6666666666666666
361,claude-sonnet-4-6,0.9333333333333333
361,claude-opus-4-7,0.2
361,gpt-5.4-nano,0.8
361,gpt-5.4-mini,0.4
361,gpt-5.4,0.4666666666666667
362,claude-haiku-4-5-20251001,0.4
362,claude-sonnet-4-6,0.8
362,claude-opus-4-7,0.7333333333333333
362,gpt-5.4-nano,0.5333333333333333
362,gpt-5.4-mini,0.26666666666666666
362,gpt-5.4,0.4666666666666667
363,claude-haiku-4-5-20251001,0.4
363,claude-sonnet-4-6,0.8
363,claude-opus-4-7,0.5333333333333333
363,gpt-5.4-nano,0.6666666666666666
363,gpt-5.4-mini,0.4666666666666667
363,gpt-5.4,0.4
364,claude-haiku-4-5-20251001,0.5333333333333333
364,claude-sonnet-4-6,0.8666666666666667
364,claude-opus-4-7,0.4666666666666667
364,gpt-5.4-nano,0.9333333333333333
364,gpt-5.4-mini,0.4
364,gpt-5.4,0.2
365,claude-haiku-4-5-20251001,0.5333333333333333
365,claude-sonnet-4-6,0.6
365,claude-opus-4-7,0.6666666666666666
365,gpt-5.4-nano,0.6666666666666666
365,gpt-5.4-mini,0.4
365,gpt-5.4,0.4
366,claude-haiku-4-5-20251001,0.6666666666666666
366,claude-sonnet-4-6,0.8666666666666667
366,claude-opus-4-7,0.5333333333333333
366,gpt-5.4-nano,0.7333333333333333
366,gpt-5.4-mini,0.5333333333333333
366,gpt-5.4,0.26666666666666666
367,claude-haiku-4-5-20251001,0.6
367,claude-sonnet-4-6,0.7333333333333333
367,claude-opus-4-7,0.2
367,gpt-5.4-nano,0.6666666666666666
367,gpt-5.4-mini,0.5333333333333333
367,gpt-5.4,0.26666666666666666
368,claude-haiku-4-5-20251001,0.9333333333333333
368,claude-sonnet-4-6,0.8
368,claude-opus-4-7,0.26666666666666666
368,gpt-5.4-nano,1.0
368,gpt-5.4-mini,0.4
368,gpt-5.4,0.26666666666666666
369,claude-haiku-4-5-20251001,0.4666666666666667
369,claude-sonnet-4-6,0.6666666666666666
369,claude-opus-4-7,0.3333333333333333
369,gpt-5.4-nano,0.8
369,gpt-5.4-mini,0.6
369,gpt-5.4,0.26666666666666666
370,claude-haiku-4-5-20251001,0.6666666666666666
370,claude-sonnet-4-6,1.0
370,claude-opus-4-7,0.3333333333333333
370,gpt-5.4-nano,0.8666666666666667
370,gpt-5.4-mini,0.6
370,gpt-5.4,0.13333333333333333
371,claude-haiku-4-5-20251001,0.4666666666666667
371,claude-sonnet-4-6,0.8666666666666667
371,claude-opus-4-7,0.4666666666666667
371,gpt-5.4-nano,0.8
371,gpt-5.4-mini,0.5333333333333333
371,gpt-5.4,0.5333333333333333
372,claude-haiku-4-5-20251001,0.6
372,claude-sonnet-4-6,0.8
372,claude-opus-4-7,0.4
372,gpt-5.4-nano,0.8
372,gpt-5.4-mini,0.4
372,gpt-5.4,0.4666666666666667
373,claude-haiku-4-5-20251001,0.6
373,claude-sonnet-4-6,0.4666666666666667
373,claude-opus-4-7,0.4666666666666667
373,gpt-5.4-nano,0.8666666666666667
373,gpt-5.4-mini,0.6
373,gpt-5.4,0.4
374,claude-haiku-4-5-20251001,0.7333333333333333
